@RELATION weather2_clean60

@ATTRIBUTE temp NUMERIC
@ATTRIBUTE humidity NUMERIC
@ATTRIBUTE dewpoint NUMERIC
@ATTRIBUTE pressure NUMERIC
@ATTRIBUTE light NUMERIC
@ATTRIBUTE rain {0,1}

@data
37.1,39.8,21.18,1007.02,980,0
29,77.9,24.75,1007.7,238,0
29,79.5,25.09,1008.48,941,0
32.9,55.1,22.7,1010.85,926,0
27.8,75.5,23.07,1007.94,241,0
27.6,73,22.32,1008.15,213,0
31.7,58.8,22.65,1005.81,842,0
24.1,91.7,22.66,1008.38,189,1
26.1,87.7,23.9,1007.13,238,0
26.8,87.8,24.61,1009.76,243,0
28.7,65.8,21.67,1006.01,213,0
32.7,54,22.18,1010.62,920,0
31.6,49.7,19.82,1006.32,866,0
32.9,55.6,22.85,1011,924,0
29.9,70.5,23.95,1006.48,303,0
31.5,50.6,20.01,1006.75,883,0
30.8,68.6,24.36,1006.38,794,0
28.2,68.8,21.93,1005.14,894,0
33.9,52.8,22.92,1007.81,948,0
37.3,46.4,23.89,1004.9,967,0
30.1,63.2,22.34,1004.33,213,0
26.4,90.2,24.66,1007.83,236,0
31.4,50.3,19.83,1006.9,879,0
32,54.9,21.8,1003.68,213,0
26.2,74,21.2,1005.46,212,0
28.6,71.3,22.9,1008.92,213,0
30.8,48.3,18.63,1009.46,866,0
29.8,73.2,24.48,1009.49,241,0
30.5,56.1,20.76,1005.47,213,0
29.8,81.9,26.37,1008.89,944,0
29.7,64.6,22.32,1008.08,213,0
26.7,88.3,24.6,1009.38,243,1
31.5,59.9,22.77,1003.81,879,0
30,67,23.2,1010.66,243,0
29.7,75.5,24.91,1008.74,241,0
28.9,63.3,21.23,1006.39,213,0
34.2,47.1,21.32,1007.95,863,0
31.3,54.7,21.09,1006.56,213,0
30.8,52.7,20.03,1004.92,213,0
26.7,89,24.74,1009.08,146,1
26.2,85.4,23.56,1006.8,239,0
28.7,74.3,23.67,1007.3,210,0
28.8,67.2,22.11,1008.56,213,0
38.1,37.2,20.97,1006.64,922,0
26.5,90,24.72,1008.61,241,0
27.2,72.9,21.92,1006.38,213,0
27.8,72,22.29,1004.72,213,0
32.4,58.6,23.25,1006.24,243,0
31.3,50.3,19.74,1004.21,213,0
24,91.2,22.48,1008.25,199,1
33.7,55.3,23.5,1006.56,924,0
29.5,60.3,21,1006.31,678,0
39.1,38.5,22.41,1003.43,939,0
28.6,61.7,20.53,1007.82,213,0
37.6,36.9,20.39,1006.77,916,0
33.8,44,19.85,1008.45,903,0
35.6,48.7,23.14,1006.97,948,0
28.7,77.1,24.29,1007.61,239,0
29.6,74.2,24.52,1007.64,241,0
32.7,47.9,20.23,1006.16,730,0
26.1,89.2,24.18,1007.54,239,0
28.1,69.5,22,1007.18,213,0
26.8,82.4,23.55,1009.32,243,0
26.5,84.1,23.59,1006.65,236,0
29.2,70.5,23.28,1010.48,243,0
32.7,49.6,20.79,1005.62,673,0
33.4,54.2,22.89,1005.04,939,0
26.6,84.8,23.83,1006.29,212,0
30.8,63.7,23.13,1006.92,243,0
32.4,57.7,22.99,1005.93,935,0
28,79.4,24.1,1007.12,212,0
26.2,76.6,21.76,1005.93,558,0
30.7,69.2,24.41,1006.49,738,0
27.8,74.9,22.94,1008.46,243,0
28.4,66.4,21.53,1007.02,213,0
29.3,65.3,22.12,1009.84,241,0
41.1,33.7,21.98,1007.64,965,0
27.1,73,21.84,1006.08,213,0
28.1,74.4,23.12,1009.46,213,1
26.9,83.8,23.93,1008.62,243,0
32.3,51.5,21.04,1009.31,903,0
29.2,70.3,23.24,1007.74,213,0
32.2,52.5,21.26,1005.39,755,0
26.8,71.6,21.24,1005.43,213,0
26.1,76.7,21.69,1005.74,213,0
29.6,73.5,24.36,1007.44,241,0
26.1,76.1,21.56,1005.86,212,0
28,75.6,23.29,1008.17,241,0
28.8,76,24.15,1008.8,212,0
26.6,89.3,24.69,1008.71,210,1
30.9,57.5,21.54,1007.24,213,0
31.3,51.3,20.05,1006.32,844,0
32.1,60.5,23.5,1005.25,730,0
27.7,72.9,22.4,1004.9,213,0
29.6,73.5,24.36,1007.27,241,0
27.8,77.4,23.48,1007.98,241,0
33.5,52.7,22.52,1009.56,969,0
31.2,58.4,22.07,1007.16,243,0
34.8,46.2,21.55,1005.81,864,0
27.8,91.4,26.27,1007.98,238,0
37.4,38.5,20.91,1006.64,926,0
27.8,75.5,23.07,1008.15,241,0
26.9,87.3,24.61,1009.93,243,0
32.1,63.9,24.41,1008.92,243,0
27.9,75.5,23.17,1008.47,243,0
27.9,73.1,22.63,1008.08,213,0
29.7,75.3,24.86,1008.92,241,0
26.7,85,23.97,1008.95,241,0
27.4,70.6,21.58,1006.66,213,0
34.2,50.8,22.56,1010.21,948,0
26.1,67.2,19.54,1008.04,212,0
27.7,77,23.3,1007.96,241,0
34.8,50.8,23.11,1006.23,946,0
28.2,84.2,25.28,1006.08,241,0
35.5,45.5,21.93,1010.05,924,0
30.4,60.1,21.79,1006.47,213,0
30,71.3,24.24,1004.84,241,0
33.5,49.2,21.39,1005.38,686,0
32.2,60.2,23.51,1005.19,730,0
27.5,86.1,24.97,1005.13,241,0
35.9,41.2,20.67,1010.15,928,0
33.3,54.5,22.89,1003.2,985,0
26.1,71.8,20.61,1008.06,212,0
29.6,74.6,24.61,1008.56,944,0
26,71.5,20.45,1007.72,212,0
31.2,56.8,21.62,1005.12,734,0
28,77.4,23.68,1008.36,213,0
33.8,56.9,24.07,1004.29,972,0
33.1,46.8,20.21,1007.99,357,0
33.3,44.4,19.55,1008.2,890,0
34.7,52.1,23.43,1010.65,920,0
29,78.7,24.92,1007.33,241,0
34.5,45.3,20.96,1007.54,900,0
30.2,58,21.02,1005.71,213,0
36.7,43.2,22.16,1009.13,941,0
37.5,39.6,21.45,1006.87,915,0
28.1,68.8,21.83,1007.24,213,0
29.1,72.7,23.7,1007.08,212,0
29.2,71.6,23.54,1008.68,213,0
30.1,63.5,22.41,1006.52,213,0
26.5,91.3,24.97,1007.96,230,0
34.6,47.7,21.89,1006.12,887,0
28.1,70,22.11,1005.15,213,0
32.9,58.3,23.63,1004.43,969,0
29.6,66.6,22.72,1008.34,213,0
26.8,81.2,23.31,1007.47,212,0
32.9,57.9,23.52,1010.63,924,0
25.8,61.3,17.79,1007.76,213,0
32.7,57.8,23.3,1005.2,922,0
32,56.9,22.39,1003.77,896,0
26.2,86.4,23.75,1007.2,239,0
29.8,71.6,24.12,1006.83,241,0
37.4,41.1,21.97,1008.65,961,0
30.4,68.9,24.05,1006.14,807,0
32.9,58,23.55,1006.84,935,0
34.2,51.8,22.88,1009.16,967,0
28.9,78,24.68,1007.54,241,0
29.3,71.4,23.59,1008.58,213,0
29.6,74.2,24.52,1010.23,877,0
33.8,48.3,21.36,1006.56,902,0
28,68.9,21.76,1004.94,213,0
34.1,52.4,22.98,1003.86,933,0
28.4,67.8,21.88,1007.18,213,0
29,63.1,21.27,1006.46,213,0
25.6,84.1,22.71,1006.97,239,0
30.2,57.9,21,1005.76,213,0
30.5,55.7,20.65,1005.48,213,0
29,78.5,24.88,1007.03,243,0
26.8,83.1,23.69,1007.22,212,0
26.9,88.4,24.82,1009.57,243,1
28.5,83.6,25.45,1007.02,241,0
28.2,69.4,22.07,1005.28,213,0
28.9,62.4,20.99,1008.21,213,0
33.5,44.9,19.91,1005.82,887,0
32.2,51.9,21.07,1003.7,851,0
27.6,74.3,22.61,1004.91,213,0
33.6,46.7,20.63,1005.38,866,0
31.3,55.5,21.33,1006.77,213,0
36.8,34.3,18.52,1003.93,863,0
26.4,78.9,22.44,1006.72,212,1
26.9,66.7,20.18,1008.72,213,0
24.1,91.5,22.63,1007.97,206,1
35.4,43.7,21.18,1005.62,844,0
29.7,59,20.84,1006.85,213,0
30.1,70.4,24.12,1010.22,916,0
28.4,73.9,23.3,1008.14,213,0
28.8,66.1,21.84,1005.94,213,0
31.9,59.1,22.92,1007.66,909,0
27.6,86.8,25.2,1008.2,924,0
24,91.6,22.55,1007.97,206,1
44.7,33.6,25.06,1009.07,989,0
34.7,45.3,21.14,1005.59,918,0
33.9,52.4,22.79,1004.76,956,0
32.8,47.5,20.18,1005.59,909,0
27.4,68.2,21.02,1009.14,213,0
38.5,37.7,21.54,1000.77,941,1
29.4,68,22.88,1007.36,245,0
31.4,60,22.7,1005.71,823,0
26.7,83.4,23.65,1006.59,239,0
28,79.3,24.08,1008.11,241,0
26.1,72.3,20.72,1007.91,212,0
27.2,88.4,25.11,1005.21,241,0
29.4,67.7,22.8,1008.32,213,0
30.4,67.9,23.81,1006.14,823,0
30.9,67.1,24.08,1006,851,0
35.8,43.3,21.39,1006.95,972,0
29.6,73.3,24.31,1005.43,241,0
31.2,56.3,21.47,1007,213,0
27.8,71.7,22.22,1008.47,213,0
29.6,77,25.14,1009.41,241,0
27.6,79,23.63,1008.36,241,0
32.9,45.4,19.54,1007.95,485,0
26.3,85.2,23.61,1006.83,238,0
36.9,42.7,22.15,1009.5,935,0
27.6,81.5,24.15,1005.86,889,1
29.9,62.9,22.07,1004.26,213,0
33.9,54.3,23.38,1008.94,959,0
32.2,63.7,24.45,1008.97,243,0
24.2,91.7,22.76,1007.53,206,1
27.5,71.1,21.79,1008.97,213,0
27.1,83.1,23.98,1007.77,239,0
27.1,75.2,22.33,1008.78,766,0
30.8,63.6,23.1,1006.76,243,0
30.3,58.2,21.17,1006,825,0
30.7,66.2,23.67,1004.24,777,0
28.4,66.5,21.56,1005.96,213,0
29.6,66.5,22.7,1008.3,213,0
28.3,71.1,22.56,1009.35,213,1
28.1,69.3,21.95,1007.25,213,0
32.1,50.5,20.53,1007.38,890,0
29.4,75.2,24.55,1005.75,241,0
35.1,43.3,20.76,1008.32,885,1
36.9,41.4,21.65,1008.52,987,0
29.4,68.6,23.02,1006.19,212,0
26.5,72.8,21.22,1005.28,213,0
24.9,89.5,23.05,1010.21,65,1
29.6,75.5,24.81,1008.61,241,0
29.3,72.5,23.84,1010.15,243,0
31.6,73,26.17,1009.04,969,0
28.1,69.4,21.97,1004.9,213,0
48.5,20.7,20.27,1007.87,976,0
33.5,45.3,20.05,1004.43,909,0
32,60.9,23.51,1006.14,277,0
33.1,51.8,21.87,1006.08,909,0
32.3,59.4,23.38,1005.53,937,0
28.1,69.2,21.93,1007.23,213,0
26.5,85.9,23.95,1007.35,239,1
36.8,36.2,19.38,1006.52,907,0
26.5,90.2,24.76,1007.72,239,0
26.2,84.1,23.3,1007.54,239,0
24.2,91.9,22.8,1008.35,169,1
28.2,67.1,21.52,1007.11,213,0
39.1,38.4,22.37,1001.66,948,0
33.3,46.6,20.33,1005.3,892,0
35,52.3,23.77,1004.83,985,0
31.4,64,23.77,1005.28,933,0
32,53.7,21.44,1005.49,703,0
29.4,59.4,20.66,1006.88,213,0
34.3,44.1,20.34,1007.34,900,0
29.6,59.9,20.99,1006.15,213,0
27.6,79.4,23.71,1008.44,241,0
28.7,74.4,23.7,1007.21,212,0
28.6,75.1,23.76,1007.17,210,0
26,91.6,24.53,1008.3,239,0
26.1,91.9,24.68,1008.24,0,0
24.6,89.9,22.83,1009.78,213,0
29.3,68.3,22.85,1008.34,213,0
27.4,80.1,23.66,1008.29,239,0
27.9,75.5,23.17,1008.36,243,0
27.5,75.3,22.74,1008.57,243,0
29.6,68.2,23.12,1009.22,948,0
28.9,77.9,24.66,1007.58,241,0
33.2,56.2,23.3,1009.06,957,0
34,51.9,22.73,1004.69,959,0
27.8,75,22.96,1008.51,243,0
29.4,67.1,22.66,1010.93,243,0
28.6,83,25.43,1007.23,241,0
36.4,38.5,20.02,1006.57,894,0
33.7,45.1,20.16,1007.58,719,0
33.5,55.7,23.43,1006.56,928,0
30,69.8,23.88,1008.89,243,0
33.1,52.1,21.96,1005.13,952,0
28.2,83.6,25.16,1007.28,241,0
29.5,70.4,23.55,1008.52,950,0
32,43.8,18.16,1007.93,894,0
29,76.4,24.43,1005.97,236,0
27.8,72.2,22.33,1008.18,212,0
30.8,60.5,22.28,1009.68,243,0
31.1,63.3,23.31,1004.09,853,0
29.7,69.5,23.52,1008.96,213,0
25.9,67.2,19.35,1008.54,954,0
33.6,46.6,20.6,1005.17,900,0
26.8,72.1,21.35,1005.42,213,0
30.7,52.9,20,1005.07,215,0
29.5,66.6,22.63,1005.68,212,0
33.4,44.6,19.71,1007.68,903,0
28.4,63.3,20.76,1005.96,864,0
32.5,57.6,23.06,1005.29,926,0
29,79.1,25.01,1007.39,241,0
29,71,23.21,1010.59,243,0
47.6,21.3,20,1005.74,1019,0
26.7,71.6,21.14,1005.24,213,0
47.7,22.3,20.83,1005.93,1023,0
35.5,47.9,22.78,1010.54,946,0
27.5,73.6,22.36,1008.11,210,0
34.7,45.7,21.28,1005.99,907,0
28,70,22.02,1007.45,213,0
31.7,54.9,21.52,1003.57,842,0
28.2,82.5,24.94,1005.77,918,0
31.1,61.6,22.86,1006.42,409,0
31.2,51.6,20.06,1007.19,870,0
34.8,47.7,22.07,1010.62,939,0
28.1,69.1,21.9,1005.62,213,0
29.7,65.7,22.6,1005.56,213,0
26.9,88.4,24.82,1009.58,243,1
30.3,56.7,20.75,1007.77,213,0
30.4,57,20.93,1005.61,213,0
27.3,81.7,23.9,1009.69,243,0
33.9,43.9,19.9,1006.73,887,0
23.7,90.9,22.12,1008.17,208,0
26.9,86,24.36,1010.65,243,0
28.3,83.9,25.32,1006.54,241,0
34.2,43.3,19.95,1007.14,902,0
27.2,88.7,25.17,1005.17,241,0
30,72.8,24.58,1006.95,245,0
30.3,56,20.55,1005.45,213,0
32.3,59.6,23.44,1007.47,243,0
34.1,52.4,22.98,1005.94,944,0
27.7,71.1,21.99,1007.16,213,0
28.7,64.4,21.32,1008.53,213,0
34.2,50.8,22.56,1003.99,933,0
36.1,45.1,22.33,1009.74,935,0
32.3,50.2,20.62,1005.88,613,0
28.1,83.6,25.06,1006.58,241,0
27.7,73.1,22.44,1004.85,213,0
26.5,83.8,23.54,1006.62,239,0
27.8,80.2,24.07,1008.22,241,0
28.4,75.2,23.58,1007.22,210,0
25.9,72.9,20.67,1007.74,213,0
26.2,70,20.3,1008.25,212,0
24,91.5,22.53,1008.29,189,1
33.2,54.7,22.86,1004.81,956,0
26.3,69.8,20.35,1008.29,213,0
30.1,72.5,24.61,1006.84,245,0
27.3,72.2,21.85,1006.49,213,0
31.7,64.1,24.08,1008.48,243,0
26.3,85.6,23.69,1007.31,239,0
26.8,67.4,20.26,1008.62,213,0
32.5,46.7,19.63,1003.7,809,0
29.1,60.8,20.76,1007.92,213,0
28.2,69.6,22.12,1005.32,213,0
33.3,45.9,20.08,1005.91,868,0
33.3,50,21.47,1007.37,855,0
28.2,75.9,23.55,1008.44,930,0
34.5,51.1,22.93,1009.06,961,0
33.7,51.3,22.26,1005.2,954,0
38.1,36.5,20.66,1006.77,922,0
35,43.6,20.78,1005.34,881,0
32.4,49.3,20.42,1007.41,894,0
26.9,81.9,23.55,1007.35,212,0
23.7,91,22.14,1008.23,208,0
28.6,76.8,24.13,1008.93,212,0
30,63.7,22.37,1010.58,243,0
24.2,91.9,22.8,1007.59,208,0
27,86,24.46,1010.35,243,0
36.5,44.2,22.36,1009.52,933,0
34.3,50.9,22.68,1005.42,956,0
33.5,47.4,20.78,1005.22,896,0
26.4,73.1,21.19,1005.34,213,0
30.2,69.7,24.05,1006.11,736,0
28.7,74.7,23.76,1008.44,241,0
28.5,69.4,22.35,1009.14,241,0
32.2,61.3,23.81,1008.21,243,0
31.9,49.9,20.16,1006.4,781,0
31.5,64.9,24.1,1008.81,954,0
30.4,57.9,21.18,1004.62,825,0
30.7,56.7,21.12,1004.51,848,0
32.1,52.6,21.2,1003.46,866,0
28.9,73.2,23.62,1005.76,238,0
34.9,48.9,22.57,1007.96,941,0
27.7,86.1,25.16,1005.72,241,0
38.7,30,18.03,1003.99,915,0
31.6,59,22.61,1008.94,243,0
28,80.1,24.25,1008.49,238,0
26.5,90.3,24.78,1007.82,239,0
27.8,72.3,22.36,1008.71,212,0
24.2,91.9,22.8,1007.17,208,0
32.9,54.9,22.64,1003.24,976,0
23.9,91.8,22.48,1007.09,200,0
29.8,67,23.01,1005.27,820,0
36.5,42.1,21.56,1006.97,974,0
27.9,75.6,23.19,1008.97,243,0
26.4,72.8,21.13,1005.32,213,0
35,49.7,22.93,1007.26,920,0
30.6,61,22.22,1010.09,243,0
34.7,45,21.03,1005,874,0
30,75.7,25.24,1007.91,241,0
31.8,51.4,20.54,1008.38,877,0
27.9,70.1,21.95,1004.76,213,0
33.6,52.8,22.64,1007.72,943,0
29.2,71.5,23.52,1008.61,213,0
27.1,75.2,22.33,1008.86,825,0
32.4,58.6,23.25,1005.7,753,0
26.7,67.6,20.21,1008.58,213,0
26.8,82.2,23.51,1009.09,243,0
28.3,71.3,22.61,1009.07,213,0
28.2,82.5,24.94,1005.86,831,0
27.3,72,21.81,1006.69,213,0
33.9,49.3,21.79,1005.83,911,0
26.3,78.5,22.26,1006.72,193,1
35,45.1,21.34,1005.45,894,0
32,49.1,19.99,1006.14,829,0
27.9,72.4,22.48,1009.31,213,1
32.2,60.6,23.62,1004.82,868,0
34.7,44.9,20.99,1007.25,859,0
28.4,76.7,23.91,1008.87,213,0
31.2,52.8,20.43,1006.67,213,0
26.4,90.4,24.7,1007.75,239,0
33,56.9,23.32,1005.36,920,0
29.7,72,24.11,1006.96,241,0
27.8,75.1,22.98,1008.52,243,0
31.5,51.2,20.21,1010.36,933,0
32.7,59.5,23.78,1004.54,969,0
33.7,51.6,22.36,1005.26,956,0
26.4,90,24.63,1007.95,239,1
28.4,75.5,23.65,1007.3,212,0
28.2,75.8,23.52,1009.25,243,0
28.8,63,21.06,1005.53,213,0
24.5,90.3,22.81,1010.09,213,0
28.7,63.5,21.09,1008.38,213,0
26.9,81.9,23.55,1006.73,212,0
29.8,66.4,22.86,1010.53,243,0
30,63.8,22.4,1006.61,213,0
26.3,73.8,21.25,1005.39,213,0
29.3,76.6,24.76,1006.28,241,0
34,53.2,23.14,1005.93,944,0
34.3,51.9,23,1009.1,965,0
28.8,73.9,23.68,1009.82,243,0
30,70,23.93,1008.98,243,0
30.3,67.4,23.59,1005.59,846,0
29.6,76.7,25.07,1008.46,243,0
28.4,83,25.23,1005.83,909,1
27.6,71.9,22.07,1007.01,213,0
24.2,91.7,22.76,1007.93,206,1
32.2,55.4,22.14,1010.29,915,0
31.6,62.2,23.49,1006.13,331,0
32.8,55.5,22.72,1003.48,976,0
29.1,65.7,22.03,1008.59,213,0
24.2,91.9,22.8,1008.36,195,1
32.8,46.2,19.73,1006.3,855,0
28,70.1,22.04,1007.44,212,0
34.2,46.3,21.04,1008.25,876,1
33.6,53.3,22.8,1007.56,943,0
29.7,59.3,20.92,1006.08,213,0
28.1,58.4,19.17,1009.29,870,0
33.2,57.1,23.57,1005.59,667,0
37.2,35.5,19.42,1009.53,902,0
27.6,72.7,22.26,1005.17,213,0
27.6,75.6,22.9,1008.48,243,0
28.8,76.2,24.19,1007.1,241,0
28.9,68.4,22.5,1009.44,241,0
26.5,79.8,22.73,1006.66,210,1
27,75.3,22.26,1008.21,243,0
29.4,65.9,22.36,1009.91,241,0
35.4,48.2,22.79,1009.93,946,0
30.3,64.4,22.83,1007.91,243,0
27.9,70.7,22.09,1004.64,213,0
28.1,69,21.88,1005.12,213,0
28.1,81.6,24.65,1005.77,896,0
36,45.9,22.53,1008.38,935,0
31.7,64.1,24.08,1006,902,0
28.8,77.6,24.49,1006.4,236,0
32.9,57.9,23.52,1006.32,916,0
32.3,50.5,20.72,1008.45,243,0
48,25.6,23.34,1009.22,991,0
28.9,73.9,23.78,1009.75,243,0
32.1,49.9,20.34,1008.97,879,0
33,55.7,22.97,1004.65,933,0
28.1,75.7,23.4,1009.04,243,0
27.8,74.8,22.92,1008.45,243,0
33.4,47.6,20.76,1005.49,864,0
35.3,49.3,23.07,1010.7,935,0
45.3,23,19.34,1007.77,976,0
26.6,88.3,24.5,1009.3,241,0
24.2,91.8,22.78,1007.61,208,1
28.8,64.6,21.47,1005.93,213,0
28.3,73.1,23.02,1008.82,241,0
35.1,45.2,21.46,1007.15,872,0
31.9,50.2,20.25,1006.36,801,0
26.8,71.8,21.28,1005.42,213,0
30.5,70.4,24.5,1010.19,926,0
29.2,76.5,24.64,1006.46,241,0
26.5,90.6,24.84,1007.84,234,0
27.6,82.7,24.39,1005.75,664,0
28.7,72.2,23.2,1010.32,243,0
32.3,58.3,23.07,1004.81,911,0
26,67.3,19.47,1007.99,212,0
31,60.3,22.41,1004.23,217,0
33.7,54.5,23.26,1005.54,943,0
35.7,47.3,22.75,1007.16,952,0
26.2,85,23.48,1006.89,238,0
31.9,59.1,22.92,1005.8,863,0
26.3,86.1,23.79,1007.26,239,0
33,53.4,22.27,1007.31,907,0
29.8,66,22.77,1005.23,837,0
26.5,89.9,24.71,1008.36,232,1
29.4,68,22.88,1008.29,213,0
26,71.6,20.47,1007.61,212,0
29.2,73,23.86,1010.23,243,0
28.5,81,24.92,1007.57,241,0
32.6,57.7,23.18,1005.95,920,0
33.6,47.3,20.84,1007.33,903,0
35.7,44.3,21.68,1010.1,924,0
29.6,75.5,24.81,1009,907,0
30.9,66,23.81,1008.69,954,0
33.1,56.7,23.36,1005.74,939,0
26.6,83.3,23.53,1008.01,890,0
27.1,75.8,22.46,1008.82,690,0
32.5,58,23.17,1004.82,916,0
30,58.1,20.87,1005.93,213,0
26,91.6,24.53,1008.44,239,0
32.3,59.9,23.52,1005.33,766,0
33.5,54.7,23.13,1005.03,935,0
28.9,78.4,24.76,1007.38,241,0
27.9,76.4,23.36,1008.07,241,0
33.1,56.3,23.24,1007.32,939,0
32.1,62.6,24.06,1010.41,920,0
34.7,48.5,22.25,1007.76,933,0
29.8,75.6,25.02,1008.85,241,0
33,53.3,22.24,1005.51,907,0
29.1,76.5,24.55,1006.41,241,0
34.7,43,20.29,1005.39,876,0
29,72.7,23.6,1008.67,941,0
33.5,45.7,20.19,1005.44,900,0
29.5,67.6,22.88,1005.91,212,0
31.4,54,20.98,1006.4,230,0
26.6,85.2,23.91,1006.02,212,0
31.1,45.9,18.09,1008.38,883,0
26.1,87.7,23.9,1006.94,239,0
26.3,90,24.53,1008,238,1
27.2,87.5,24.94,1008.12,916,0
27.2,84.6,24.38,1010.4,241,0
30.4,58,21.21,1004.72,825,0
31.6,64.1,23.99,1005.66,931,0
34.9,48.7,22.5,1009.94,948,0
34.3,51.8,22.97,1009.14,969,0
33,56.2,23.12,1010.82,931,0
26.6,83.9,23.65,1008.8,241,0
29.2,71.6,23.54,1008.94,213,0
33.4,45.7,20.1,1005.87,876,0
33.7,49,21.51,1006.72,911,0
29,63.2,21.3,1006.6,213,0
36.2,49.7,24.03,1005.95,957,0
31.2,54.1,20.82,1007,213,0
29.7,59.2,20.89,1006.02,213,0
30.8,55.5,20.87,1007.88,213,0
32.4,60.9,23.89,1005.09,967,0
29.1,70.9,23.28,1008.14,212,0
35.4,48.2,22.79,1010.78,941,0
25.3,84.6,22.52,1010.86,243,0
26.1,90,24.33,1008.54,241,0
34.9,48.4,22.4,1008.81,965,0
26.5,90,24.72,1008.67,241,0
30.2,72,24.59,1008.73,241,0
30,66.9,23.18,1005.19,801,0
26.5,90.3,24.78,1007.96,238,0
27.7,78.5,23.62,1007.4,243,0
28.6,66.6,21.77,1007.21,213,0
28,76.8,23.55,1007.42,243,0
26.2,76.8,21.81,1005.97,587,0
33.6,50.2,21.81,1005.62,909,0
34.9,48.3,22.37,1010.47,943,0
28.4,68.1,21.95,1008.82,213,0
29.6,59.1,20.77,1006.04,213,0
24,91.8,22.58,1007.31,208,0
29.4,63.6,21.78,1008.59,213,0
27.7,65,20.52,1009.19,213,0
28.1,71.8,22.53,1008.47,213,0
29.7,74.1,24.59,1005.49,241,0
26,87.7,23.8,1007,239,0
32.3,60.9,23.79,1005.09,864,0
27.9,75.5,23.17,1008.55,243,0
27.3,80.6,23.67,1008.24,239,0
27.7,75.4,22.95,1008.33,243,0
32.6,59.6,23.72,1005.08,876,0
34.3,51.5,22.88,1006.12,944,0
28.1,69.1,21.9,1007.26,213,0
28.6,74.4,23.6,1008.76,243,0
30.3,64.6,22.89,1008.04,243,0
32.6,46.2,19.55,1003.6,814,0
30.5,59.9,21.83,1006.26,213,0
33.8,50.3,22.03,1007.64,881,0
32.1,49.1,20.08,1005.64,905,0
32.3,49.3,20.33,1003.91,626,0
27.6,74.3,22.61,1004.98,213,0
27.4,84.1,24.48,1010.37,241,0
34.1,63.6,26.22,1006.25,630,0
31.3,51.5,20.12,1006.48,213,0
36.4,41.5,21.24,1008.86,1019,0
29.3,68.5,22.9,1010.9,243,0
29.4,59.5,20.69,1006.19,213,0
36.2,37.4,19.38,1005.69,907,0
33.8,45.4,20.36,1007.43,894,0
26.3,90.6,24.64,1007.77,239,0
31,60.5,22.46,1005.16,762,0
32.3,48.7,20.13,1006.24,831,0
28.5,74.5,23.53,1008.82,243,0
31,51.6,19.87,1004.65,213,0
33.1,55.3,22.94,1004.6,939,0
31.3,55.2,21.24,1005.82,559,0
28.7,65.5,21.6,1005.97,213,0
28.3,82.3,24.99,1005.91,887,0
26.7,67.7,20.23,1008.76,792,0
24.3,91.9,22.9,1008.27,204,1
31.2,60.3,22.6,1004.11,931,0
28.6,75.2,23.78,1009.45,243,0
26.7,84.7,23.91,1008.88,241,0
32.3,60,23.55,1007.68,243,0
29.8,63.3,22.08,1007.55,213,0
33,50.6,21.39,1006.21,944,0
28.7,56.1,19.09,1009.59,848,0
28.8,72.7,23.41,1010.17,243,0
29.5,68.2,23.02,1007.38,213,0
26.5,89.4,24.61,1007.81,234,0
31.6,49.8,19.85,1007.05,877,0
28.2,83,25.04,1005.74,903,0
27.2,82.7,24,1009.21,243,0
33.2,57.3,23.62,1005.68,649,0
24.2,91.4,22.71,1008.37,208,1
27.7,79.5,23.83,1009.04,241,0
33.3,56.8,23.57,1005.48,662,0
29.6,59.6,20.91,1004.94,411,0
33.2,56.1,23.27,1006.18,922,0
26.4,73.2,21.21,1005.38,213,0
32.1,62.2,23.96,1008.33,241,0
34.2,43.7,20.1,1007.29,890,0
32.6,49.1,20.54,1008.36,243,0
26.7,88.2,24.58,1009.71,243,1
34.2,43.2,19.92,1008.79,902,0
28.2,75.6,23.48,1009.26,243,0
32.5,58.5,23.31,1006.74,243,0
28.2,74.9,23.33,1009.29,243,0
29.6,67.2,22.87,1011.05,243,0
29.9,64.6,22.51,1006.62,213,0
27.6,71.9,22.07,1005.29,213,0
27.4,87,25.04,1005.26,241,0
31.7,53.7,21.16,1003.54,868,0
31.9,62.9,23.95,1005.5,922,0
47.8,21.8,20.54,1005.15,1021,0
33.2,52.8,22.27,1005.22,952,0
32.2,61.3,23.81,1005.04,863,0
34.1,44.7,20.38,1005.27,898,0
30.1,62.6,22.18,1004.94,213,1
28.7,56.1,19.09,1009.62,851,0
26.1,91.7,24.64,1008.44,239,0
28.7,73.7,23.54,1009.86,243,0
32.5,49.4,20.54,1007.38,900,0
31,64,23.39,1010.28,933,0
29.7,75.5,24.91,1009.11,241,0
37.8,39.3,21.6,1000.84,933,1
28.4,77.3,24.04,1008.84,212,0
26.9,81.9,23.55,1007.34,212,0
27.4,81,23.85,1005.96,892,1
28.7,75,23.83,1007.15,212,0
26.6,83.9,23.65,1006.7,239,0
29.4,63.1,21.65,1008.54,213,0
31.3,51.3,20.05,1007.61,846,0
32.2,61.4,23.84,1005.78,889,0
28.4,72.2,22.91,1008.2,213,0
34.2,49.3,22.07,1007.77,844,0
27.2,75,22.38,1008.55,243,0
32,63.1,24.1,1008.61,243,0
34.1,50.5,22.37,1007.73,890,0
32.7,56.7,22.98,1003.6,972,0
