@RELATION weather_clean_2hr_60

@ATTRIBUTE temp NUMERIC
@ATTRIBUTE humidity NUMERIC
@ATTRIBUTE dewpoint NUMERIC
@ATTRIBUTE pressure NUMERIC
@ATTRIBUTE light NUMERIC
@ATTRIBUTE rain {0,1}

@data
27.1,85.6,24.48,1007.35,212,0
36.2,45.7,22.64,1008.33,935,0
31.3,65.7,24.11,1003.95,664,0
36.8,36.2,19.38,1006.52,907,0
32.9,55.1,22.7,1010.85,926,0
31,67.2,24.2,1006.2,859,0
27.6,64.7,20.35,1009.22,213,0
32.9,56.2,23.02,1008.85,859,0
27.3,87.1,24.96,1005.17,241,0
26,70.4,20.2,1007.56,212,0
28.9,73.2,23.62,1005.76,238,0
33.9,52.4,22.79,1004.71,959,0
31.1,61.7,22.88,1009.33,243,0
36.4,44.1,22.23,1009.59,928,0
26.9,72,21.43,1005.99,213,0
29.1,74,23.99,1003.56,777,0
28.1,80,24.32,1008.63,0,0
30.8,56.2,21.07,1007.34,213,0
28.6,61.7,20.53,1007.82,213,0
50.8,20.6,22.07,1009.77,1019,0
28.2,75.6,23.48,1009.26,243,0
27.9,75.5,23.17,1008.51,243,0
33.3,48,20.81,1007.34,903,0
30.8,63.5,23.07,1007.18,241,0
29,77.6,24.69,1007.3,241,0
26,71.4,20.43,1007.71,213,0
29.5,68,22.97,1006.02,212,0
33.2,45.2,19.74,1008.17,896,0
30.9,66,23.81,1008.69,954,0
33.7,53.8,23.04,1005.31,941,0
38.1,38.5,21.53,1007.76,1009,0
31.6,50.3,20.01,1006.53,885,0
29.9,64.6,22.51,1010.59,243,0
31,56.1,21.23,1007.25,213,0
26.2,74.1,21.22,1005.43,212,0
30.5,63.3,22.74,1006.76,892,0
27,86.1,24.48,1005.28,213,0
37.2,37.6,20.35,1010.29,928,0
31.8,50.7,20.32,1008.36,877,0
34,51.7,22.66,1004.75,959,0
31.1,61.6,22.86,1006.37,539,0
33.5,44.3,19.69,1007.65,673,0
28.1,75.7,23.4,1009.08,243,0
28,69.4,21.88,1004.95,213,0
27.9,80,24.13,1005.8,212,0
28.5,69.5,22.38,1008.58,213,0
32.3,52.7,21.41,1003.54,876,0
27.9,79.3,23.98,1008.45,918,0
30.3,69.3,24.05,1005.16,208,0
35.8,44.1,21.69,1010.18,924,0
33.4,56.4,23.55,1009.18,969,0
28.6,68.3,22.19,1008.56,213,0
32.9,53.9,22.33,1007.23,916,0
30.6,58.1,21.43,1006.11,213,0
30.9,66.2,23.86,1006.01,861,0
33.2,56,23.24,1006.65,935,0
27.5,62.5,19.7,1009.13,850,0
33.5,51.6,22.17,1005.45,903,0
31.5,63.3,23.68,1010.46,846,0
31.2,51.8,20.12,1006.58,213,0
28.9,77.3,24.53,1006.28,236,0
32.5,58.2,23.23,1006.6,243,0
27.9,70.7,22.09,1004.7,213,0
38.4,37.6,21.4,1007.13,937,0
27.8,75.1,22.98,1008.52,243,0
28.7,65.9,21.7,1007.07,213,0
28.2,75.5,23.46,1006.44,213,0
29.4,59.2,20.61,1006.94,213,0
26.3,73.3,21.14,1005.43,212,0
33.8,54.9,23.47,1006.86,924,0
27.1,76.8,22.68,1008.01,212,0
26.8,71.6,21.24,1005.43,213,0
31.5,50.3,19.92,1004.18,217,0
34.1,43,19.75,1009.18,900,0
27.9,76.4,23.36,1008.07,241,0
28,80.8,24.39,1008.52,238,0
26.9,81.5,23.46,1005.17,212,0
33.7,51.4,22.29,1010.55,920,0
27.9,72.2,22.43,1008.21,213,0
29,73.1,23.69,1008.51,243,0
27.1,85.3,24.42,1007.32,212,0
26.1,67.2,19.54,1008.04,212,0
33.7,48.9,21.47,1004.49,903,0
34.3,45.5,20.85,1007.15,809,0
29.7,76,25.02,1009.34,241,0
32.9,58,23.55,1006.84,935,0
27.2,81,23.65,1009.05,744,0
28.3,73.3,23.06,1007.1,217,0
28.2,83,25.04,1005.74,903,0
34.2,47.1,21.32,1007.95,863,0
33.5,55,23.22,1004.75,952,0
35.7,45.6,22.15,1010.01,926,0
31.9,49.4,19.99,1005.97,889,0
27.3,71.2,21.63,1006.58,213,0
27.2,75,22.38,1008.68,243,0
27.3,78,23.13,1005.15,213,0
26.9,79.9,23.14,1007.78,212,0
28.2,64.8,20.95,1004.3,213,0
27.5,87.3,25.2,1005.27,241,0
34.6,47.3,21.75,1005.29,920,0
31.5,50.6,20.01,1006.75,883,0
28.3,77.7,24.03,1008.54,213,0
34.4,53.2,23.5,1004.54,963,0
32.3,58.7,23.18,1005.02,848,0
25.8,73.6,20.73,1007.84,212,0
25.9,91.9,24.48,1008.35,0,0
43.3,36.2,25.09,1008.92,985,0
28.4,74.6,23.45,1008.83,243,0
28.9,77.8,24.63,1007.61,241,0
30.8,60.5,22.28,1009.66,243,0
30,69.8,23.88,1008.89,243,0
32.4,59,23.36,1007.18,243,0
27.8,80.2,24.07,1008.22,241,0
29.6,66.5,22.7,1008.3,213,0
34.3,44.2,20.38,1005.32,866,0
26.9,86.1,24.38,1004.91,213,0
26,87.7,23.8,1007,239,0
34.4,47.8,21.74,1005.38,896,0
33,55.7,22.97,1004.65,933,0
26.1,86.5,23.67,1006.98,238,0
31.6,50.3,20.01,1006.95,874,0
30,69.6,23.84,1008.75,243,0
26.9,72.1,21.45,1005.65,213,0
28.2,78.1,24.02,1005.46,212,0
27,86,24.46,1004.62,213,0
36.9,41.4,21.65,1008.52,987,0
26.1,75.6,21.45,1005.51,213,0
38.4,33.1,19.34,1003.87,915,0
26.2,87.8,24.02,1007.02,239,0
31.3,55.5,21.33,1006.77,213,0
26.7,83.3,23.63,1006.67,239,0
28,79.2,24.06,1009.68,762,0
28.8,64.4,21.41,1005.88,213,0
27.8,75.6,23.09,1008.09,241,0
30.8,53,20.12,1010.5,926,0
35.4,49.2,23.13,1007.49,931,0
28.1,73,22.8,1008.76,241,0
28.6,66.6,21.77,1007.33,213,0
31.4,61.5,23.11,1003.89,863,0
25.9,73.5,20.8,1007.44,212,0
27.3,81.8,23.92,1009.58,243,0
29.1,69.9,23.05,1010.66,243,0
31.7,49.9,19.97,1006.62,885,0
31.6,73.8,26.35,1010.47,243,0
30.2,58,21.02,1005.71,213,0
26,74.3,21.07,1007.17,239,0
28.9,62.5,21.02,1005.3,213,0
41.4,35,22.86,1006.83,939,0
31.7,50.4,20.13,1006.5,781,0
26.4,90.5,24.72,1007.68,238,0
28.2,70.4,22.3,1007.55,206,0
28.1,78.5,24.01,1007.15,210,0
28.3,74.4,23.31,1008.57,243,0
27.3,72.4,21.9,1006.54,213,0
28.6,66.5,21.75,1007.23,213,0
28.3,77,23.88,1008.71,213,0
29.1,76.5,24.55,1007.05,241,0
26.5,81.6,23.09,1006.36,212,0
30.6,64.7,23.19,1009.27,957,0
28.1,71.8,22.53,1008.51,213,0
29.4,65.9,22.36,1009.91,241,0
25.8,74.3,20.88,1007.39,212,0
27.7,76.2,23.13,1005.26,213,0
29.6,65.6,22.48,1008.28,213,0
28.5,77.9,24.27,1003.49,775,0
26.3,90.5,24.62,1007.65,239,0
35.5,45.6,21.97,1008.7,970,0
30.2,66.2,23.19,1007.8,749,0
26.9,83.8,23.93,1008.62,243,0
27.7,86.1,25.16,1005.72,241,0
28.7,74.9,23.81,1007,213,0
38.1,42,22.96,1008.3,982,0
31.7,57.9,22.4,1008.94,243,0
31.5,55.3,21.46,1005.64,611,0
26.8,84.1,23.89,1008.75,243,0
27,86.5,24.55,1010.09,243,0
30.5,54.9,20.41,1005.28,213,0
33.8,46.5,20.75,1005.43,872,0
26.7,91.2,25.14,1008.02,225,0
32,54.3,21.62,1003.66,846,0
31.8,57.9,22.49,1005.6,889,0
28.1,81.6,24.65,1005.77,896,0
28.3,71.3,22.61,1009.07,213,0
29.1,77.3,24.72,1006.72,243,0
35.8,47.9,23.05,1008.84,969,0
26.7,83.8,23.73,1006.54,905,0
27.4,86.4,24.93,1005.03,241,0
33.5,43.8,19.51,1005.92,894,0
32.9,56.1,22.99,1007.62,889,0
30.3,64.5,22.86,1007.8,243,0
22.1,91.1,20.58,1006.89,206,0
27.4,78.3,23.29,1006.18,809,0
32.3,58.9,23.24,1007.42,898,0
27.2,85.4,24.54,1010.54,243,0
28.2,69.5,22.09,1005.46,213,0
34.7,62.3,26.43,1004.72,969,0
29.8,71.5,24.09,1009.63,241,0
29.8,67.6,23.16,1007.03,954,0
27.6,75.3,22.83,1008.48,243,0
28.3,84.9,25.52,1006.17,241,0
28.2,68.4,21.83,1005.3,213,0
29.6,72.6,24.15,1007.02,241,0
28.3,69.6,22.21,1007.05,206,0
29.7,66.8,22.87,1010.87,243,0
31.1,56.4,21.41,1005.86,474,0
34.3,44,20.3,1007.04,890,0
32.7,60.8,24.14,1010.37,874,0
30.5,61.5,22.26,1006.01,213,0
34.5,48.4,22.04,1007.97,933,0
33.2,52.8,22.27,1005.22,952,0
29.9,64.3,22.43,1010.58,243,0
26,91.6,24.53,1008.3,239,0
35,44.1,20.97,1006.18,898,0
27.4,80,23.64,1008.16,239,0
30.6,58.5,21.54,1006.14,213,0
29.1,76.4,24.52,1010.25,851,0
32.9,50.1,21.14,1007.87,872,0
32.7,48.2,20.33,1008.14,243,0
26.7,84.7,23.91,1006.27,210,0
27.6,82.1,24.27,1007.56,212,0
27.1,79.4,23.23,1005.11,212,0
29.3,73.2,24,1010.31,243,0
30.7,63.4,22.95,1007.73,241,0
30,58.5,20.98,1005.87,213,0
27.6,72.6,22.23,1008.23,212,0
27.1,73,21.84,1006.08,213,0
38.3,36.7,20.92,1006.82,926,0
27.6,76.3,23.05,1005.35,213,0
32.7,56.5,22.93,1011.02,931,0
29.7,63.5,22.04,1004.36,213,0
28,74.6,23.07,1008.45,241,0
28.3,73.1,23.02,1008.82,241,0
24.2,91.9,22.8,1007.59,208,0
28.3,66.5,21.46,1005.9,213,0
30.5,70.4,24.5,1010.19,926,0
28.2,68.4,21.83,1007.29,213,0
27.7,78.2,23.56,1005.57,212,0
26.3,86,23.77,1006.91,239,0
29.4,59.4,20.66,1006.88,213,0
28,82.3,24.7,1005.75,736,0
26.1,91,24.51,1008.01,236,0
28.8,72.7,23.41,1010.54,243,0
28.6,74.7,23.67,1009.34,243,0
29.9,62.8,22.04,1007.23,213,0
34.1,51.5,22.69,1004.51,935,0
29.7,76.1,25.04,1009.13,241,0
26.2,85.5,23.57,1006.81,238,0
32.2,61.7,23.92,1005.4,918,0
27.9,74.7,22.99,1005.62,213,0
31.7,64.2,24.11,1005.12,913,0
31.6,58.1,22.36,1003.74,902,0
28.1,84.1,25.16,1007.18,241,0
36.9,41.8,21.8,1008.81,941,0
36.9,40.8,21.41,1008.81,920,0
29.6,73.3,24.31,1005.43,241,0
30.6,67.4,23.87,1004.64,204,0
28.6,68.7,22.28,1008.49,213,0
30.3,63.3,22.55,1006.17,213,0
34.3,52,23.03,1009.03,965,0
29.5,65,22.23,1009.99,241,0
28.7,80.2,24.95,1007.16,243,0
33.6,52.6,22.58,1004.9,954,0
33.1,57.8,23.67,1005.78,591,0
32.1,60.5,23.5,1005.25,730,0
34.5,47.2,21.63,1004.98,881,0
26.2,76.2,21.68,1005.92,213,0
27.5,71.9,21.98,1005.46,213,0
33.8,48.3,21.36,1006.56,902,0
31.4,65.3,24.11,1005.35,909,0
26.5,91.3,24.97,1007.96,230,0
30.6,63.4,22.86,1007.96,241,0
31.9,49.6,20.06,1006.43,872,0
26.2,85,23.48,1006.89,238,0
28.2,75.8,23.52,1009.25,243,0
28.8,68.6,22.45,1009.39,241,0
28.2,68.9,21.95,1005.25,213,0
31.9,53.5,21.29,1003.5,861,0
27.8,76.6,23.31,1008.02,241,0
32,60.1,23.29,1008.82,866,0
26.9,86.3,24.42,1004.35,213,0
27.2,88.7,25.17,1005.17,241,0
31.9,56.3,22.12,1007,902,0
28.2,67.9,21.71,1007.24,213,0
35.6,41.9,20.68,1006.86,916,0
33.1,52.9,22.21,1005.63,848,0
33.5,56,23.52,1005.73,931,0
32.3,49.3,20.33,1009.04,883,0
28.7,72.1,23.18,1010.24,243,0
28.6,78,24.39,1007.66,241,0
31.4,64.8,23.98,1003.82,846,0
31.7,56.1,21.88,1007.62,896,0
29.9,72.7,24.47,1010.31,902,0
31.7,57.9,22.4,1006.94,900,0
27,86.6,24.57,1005.03,213,0
26.1,87.8,23.92,1007.51,241,0
28.1,73.7,22.96,1008.62,241,0
31,52.6,20.18,1006.55,686,0
30.2,65.9,23.12,1004.87,866,0
28.3,68.1,21.85,1005.73,213,0
28.8,68,22.31,1008.68,213,0
29.5,75.4,24.69,1007.99,241,0
28.8,78.3,24.64,1007.59,241,0
26.2,76.6,21.76,1005.93,558,0
27,85.7,24.4,1010.31,243,0
31.7,64.1,24.08,1008.48,243,0
33.9,56.7,24.1,1006.89,922,0
28.4,62.1,20.45,1007.84,213,0
25.8,61.3,17.79,1007.76,213,0
31.2,51.9,20.15,1006.52,736,0
28.2,76.5,23.68,1008.36,213,0
31.3,52,20.27,1006.54,771,0
37.1,41.7,21.94,1009.41,933,0
28.6,78,24.39,1010.06,803,0
30,63.8,22.4,1006.61,213,0
29.1,76.5,24.55,1005.76,792,0
25.6,91.9,24.18,1008.52,0,0
34.5,42.4,19.88,1009.16,902,0
38,37.2,20.88,1006.67,916,0
26.6,76.6,22.15,1007.91,838,0
29.3,69.5,23.14,1006.47,212,0
32.1,50.5,20.53,1007.38,890,0
29.3,71.7,23.66,1008.94,213,0
28.2,74.9,23.33,1009.29,243,0
29.3,63.5,21.66,1005.95,213,0
29.8,71.1,24,1009.42,243,0
26.4,85.3,23.73,1007.14,239,0
27.5,86.5,25.04,1005.23,241,0
26.7,88.2,24.58,1008.19,894,0
28.2,82.3,24.9,1006.79,241,0
32.2,62.8,24.21,1008.74,243,0
29.2,69.6,23.07,1007.44,206,0
31.8,64.3,24.23,1004.61,935,0
37.4,39.5,21.32,1006.86,916,0
28.2,69.4,22.07,1005.28,213,0
33.5,50.1,21.69,1005.99,911,0
33.4,54,22.83,1006.99,887,0
28.2,84.5,25.34,1005.83,505,0
26.4,68.8,20.21,1008.38,212,0
26,71.6,20.47,1007.74,213,0
27.2,81.1,23.68,1005.95,213,0
31.5,64.9,24.1,1005.96,889,0
28.8,62.7,20.98,1005.32,213,0
27.6,76.8,23.16,1005.12,213,0
39.9,38.5,23.12,1005.63,1004,0
25.9,90,24.13,1007.89,762,0
28.6,61.9,20.58,1007.99,213,0
32.4,60.9,23.89,1005.09,967,0
30.7,66.2,23.67,1004.24,777,0
27.9,75.7,23.21,1006.18,863,0
29.1,76.5,24.55,1006.69,241,0
34.2,49.3,22.07,1007.77,844,0
27,81.6,23.58,1005.38,217,0
33.2,46.5,20.2,1005.46,874,0
26.9,72.2,21.47,1005.79,213,0
27.4,85.8,24.81,1010.06,22,0
30,62.4,22.03,1007.13,213,0
28,75.8,23.33,1006.03,213,0
26.1,84.5,23.28,1006.75,239,0
31.3,54.8,21.12,1006.64,213,0
30.4,60.9,22.01,1008.59,213,0
29.6,59,20.74,1006.93,213,0
26.2,76.3,21.7,1006.01,241,0
27.6,75.3,22.83,1008.44,243,0
30.3,77.2,25.86,1008.95,956,0
28.1,72.5,22.69,1008.22,213,0
34.2,50.6,22.49,1005.88,957,0
27.1,80.1,23.37,1005.29,212,0
28.5,81.6,25.04,1007.32,241,0
28.8,79.7,24.94,1007.54,241,0
37.6,37.4,20.61,1006.9,911,0
29.4,62.3,21.44,1008.43,213,0
32.1,63.3,24.25,1009.08,241,0
29.9,62.9,22.07,1004.26,213,0
26.3,86.1,23.79,1007.23,239,0
27.8,75.5,23.07,1007.94,241,0
27.3,74.7,22.41,1008.17,212,0
32.3,58.4,23.1,1005.49,887,0
28.2,84.2,25.28,1006.08,241,0
33.7,44.5,19.94,1007.49,894,0
32.1,49.9,20.34,1008.97,879,0
26.7,84.7,23.91,1008.88,241,0
34.4,54.2,23.81,1007.28,982,0
34,50.5,22.28,1004.73,935,0
29.2,69.9,23.14,1007.8,212,0
49.5,21.5,21.71,1007.03,980,0
33.9,51.3,22.44,1005.7,909,0
27.2,79.6,23.37,1005.03,212,0
28.1,75.5,23.36,1006.3,213,0
34.4,46,21.11,1005.56,890,0
29.4,76.7,24.88,1006.88,241,0
29.3,76.6,24.76,1006.08,241,0
28.1,68.4,21.73,1007.33,213,0
27.1,84.3,24.22,1006.18,916,0
26.1,76.1,21.56,1005.86,212,0
29.6,73.6,24.38,1005.41,241,0
28.3,68,21.83,1005.18,213,0
27.3,88.8,25.29,1005.35,241,0
30.8,56.1,21.04,1004.44,857,0
33.2,54.3,22.73,1008.2,866,0
33.1,55.2,22.91,1006.83,907,0
28.7,77.1,24.29,1007.61,239,0
33.8,48.3,21.36,1005.41,810,0
29.9,71.5,24.19,1008.91,241,0
35.5,43.7,21.27,1004.67,911,0
33.8,51.5,22.42,1010.57,918,0
33.6,53.3,22.8,1007.56,943,0
28.2,74.6,23.26,1008.66,241,0
26.2,74,21.2,1005.46,212,0
37,36.7,19.78,1004.59,903,0
28.9,67.8,22.35,1009.62,241,0
27.7,78.6,23.64,1008.28,241,0
29.8,64,22.26,1004.23,213,0
26.4,76.8,22,1006.04,691,0
28.8,74.6,23.84,1006.9,213,0
31.5,49.8,19.76,1007.84,848,0
31.7,63,23.79,1010.19,941,0
32.2,50.8,20.72,1009.54,900,0
27.2,80.4,23.53,1005.25,213,0
28.4,76.2,23.8,1008.84,212,0
33.5,46.1,20.33,1005.58,855,0
36.5,43.6,22.13,1007.5,956,0
29.3,68.7,22.95,1010.89,243,0
33.7,51.3,22.26,1005.2,954,0
28.9,73.9,23.78,1009.85,805,0
32,50.7,20.51,1006.02,602,0
29.1,65.7,22.03,1008.59,213,0
29.8,69.5,23.62,1005.75,293,0
31.8,50,20.1,1006.47,879,0
29.2,71.6,23.54,1006.96,213,0
28,80.8,24.39,1008.03,212,0
26.6,68.4,20.3,1008.29,213,0
26,91,24.42,1007.94,238,0
27.5,71.1,21.79,1008.97,213,0
30.3,58.2,21.17,1004.55,842,0
30.2,69.7,24.05,1006.11,736,0
29.1,59.7,20.46,1007.7,213,0
31,61.9,22.84,1006.47,310,0
31.3,58.9,22.3,1006.47,241,0
34.2,46.4,21.07,1003.84,842,0
28.3,67.1,21.61,1005.76,213,0
26.8,72.1,21.35,1005.42,213,0
30.7,75,25.76,1008.91,959,0
31.1,63.9,23.46,1004.09,829,0
34.7,49.4,22.56,1005.8,911,0
37.6,40.2,21.79,1007.74,924,0
48.5,20.7,20.27,1007.87,976,0
27.7,76,23.08,1005.11,212,0
33.8,44,19.85,1006,777,0
31.2,51.4,19.99,1007.09,868,0
28.9,62.9,21.12,1006.42,213,0
32.3,60.2,23.6,1007.86,243,0
31.9,49.9,20.16,1006.4,781,0
29.3,59.7,20.65,1006.09,213,0
29,63.9,21.48,1006.86,213,0
29.1,71.1,23.33,1008.24,213,0
29.6,73.8,24.43,1007.6,241,0
28,70.3,22.09,1007.76,213,0
28.1,75.9,23.45,1006.34,213,0
28.4,82.8,25.19,1007.3,241,0
27.7,74,22.64,1005.4,213,0
32.3,58.3,23.07,1004.81,911,0
26.9,83.9,23.95,1006.58,239,0
31.8,59.8,23.02,1005.44,721,0
28.4,76.7,23.91,1008.87,213,0
32.1,60.6,23.52,1009.32,879,0
27,84.8,24.22,1004.54,213,0
27.9,75.5,23.17,1008.55,243,0
32.3,50.5,20.72,1008.45,243,0
29.9,73.8,24.72,1008.65,946,0
30.9,66.2,23.86,1005.53,890,0
27.6,83.1,24.47,1005.87,613,0
26.8,83.2,23.71,1007.23,239,0
25.9,91.5,24.41,1008.11,239,0
30.3,64.5,22.86,1008,243,0
32.9,57,23.26,1005.17,933,0
27.4,70.6,21.58,1006.66,213,0
32.3,60.5,23.68,1004.76,967,0
26.7,67.7,20.23,1008.76,792,0
28.9,61.8,20.84,1008.26,213,0
31.6,58.6,22.5,1003.82,889,0
26.6,83.9,23.65,1008.8,241,0
32.1,60.4,23.47,1005.06,857,0
36.2,45.2,22.46,1005.98,943,0
33.4,57.3,23.81,1005.29,688,0
33.2,46.5,20.2,1005.41,874,0
32.1,49.1,20.08,1006.22,511,0
31.4,51.3,20.15,1006.97,868,0
31.5,51.1,20.17,1006.09,879,0
27.5,70.5,21.66,1004.65,0,0
33,56.6,23.23,1006.73,874,0
28.9,77.4,24.55,1006.29,236,0
27.8,75.4,23.05,1008.5,243,0
31.5,51.7,20.36,1008.85,887,0
25.8,73.7,20.75,1007.52,212,0
29.4,71.3,23.66,1008.54,948,0
33.1,55.1,22.88,1004.58,950,0
28.7,65.5,21.6,1005.97,213,0
27.2,86.2,24.69,1004.88,212,0
27.6,79.5,23.73,1008.63,241,0
27.9,70.9,22.13,1007.92,213,0
33.1,46.1,19.97,1004.55,902,0
31.6,59.4,22.72,1005.77,827,0
33.3,52.6,22.3,1006.08,907,0
32.2,58.7,23.09,1008.65,810,0
31.6,64.2,24.01,1003.59,848,0
27.4,82.7,24.2,1005.23,213,0
35.7,44.3,21.68,1010.1,924,0
29.8,81.9,26.37,1008.89,944,0
31.1,61.6,22.86,1006.42,409,0
28.8,64.2,21.36,1006.97,213,0
27.3,82.3,24.02,1005.41,212,0
47.9,20.2,19.39,1005.8,1019,0
27.6,80,23.84,1009.48,535,0
40.5,35.6,22.36,1006.74,931,0
28,75.7,23.31,1009.15,243,0
28.5,82.9,25.31,1006.83,241,0
29.2,73.7,24.02,1008.78,213,0
26.6,85.5,23.97,1006.11,212,0
46,26.5,22.23,1006.06,1015,0
33,54.9,22.73,1004.83,944,0
35,44.2,21.01,1005.38,900,0
31.7,58.8,22.65,1005.83,835,0
26.3,85.7,23.71,1006.67,234,0
34.2,53.1,23.29,1007.94,950,0
33.9,51.7,22.57,1005,956,0
48,25.6,23.34,1009.22,991,0
27.7,86.5,25.24,1005.59,241,0
33.5,44.6,19.8,1007.51,903,0
33.6,46.6,20.6,1005.17,900,0
29.1,73.5,23.88,1003.53,859,0
26.5,85.2,23.81,1006.09,212,0
32.2,60.5,23.59,1005.63,935,0
33.7,53.5,22.95,1003.83,935,0
32.4,58.8,23.31,1007.13,243,0
26.1,76.7,21.69,1005.74,213,0
33.9,53.4,23.11,1009.68,943,0
27,82,23.66,1007.15,210,0
27.5,72.3,22.07,1006.92,213,0
27.2,77.7,22.97,1008.03,243,0
27.2,75,22.38,1008.62,243,0
26.7,86.9,24.34,1004.38,212,0
26.6,83.6,23.59,1006.59,236,0
31.3,45.5,18.13,1008.49,883,0
34.3,51.5,22.88,1006.12,944,0
29.9,67,23.11,1010.78,243,0
27.7,72.3,22.26,1008.56,213,0
27.1,84.7,24.3,1007.46,212,0
28.2,82.5,24.94,1005.9,818,0
27.6,81.6,24.17,1005.9,212,0
29.2,65.8,22.15,1009.85,241,0
27.4,80.2,23.68,1009.18,768,0
27.1,80.3,23.41,1005.47,500,0
33,48.8,20.8,1005.51,762,0
28.7,72,23.15,1010.39,243,0
29.5,75.7,24.76,1008.11,241,0
29.1,71.6,23.44,1006.02,922,0
27.9,75.2,23.1,1008.5,243,0
28.1,83.9,25.12,1006.35,241,0
33.5,50.1,21.69,1006.42,890,0
28,78,23.8,1008.38,213,0
26.5,72.6,21.18,1005.36,213,0
33.4,54.8,23.07,1008.88,887,0
28.2,78,24,1010.44,777,0
33.5,53.6,22.8,1005.26,933,0
28.1,69,21.88,1005.02,213,0
28.7,77.4,24.35,1010.13,829,0
29.2,73.4,23.95,1005.42,812,0
47.7,24.1,22.09,1006.23,1021,0
33.6,44.4,19.82,1008.21,889,0
32.4,48.3,20.09,1006.28,706,0
27.9,70.7,22.09,1004.65,213,0
27.6,81.6,24.17,1007.5,212,0
32.8,57.2,23.22,1005.33,943,0
30.3,69.1,24,1004.95,208,0
31.2,66.9,24.32,1006.2,870,0
29.3,63.9,21.76,1008.74,213,0
33.9,51.6,22.54,1005.67,909,0
33.8,51.6,22.45,1004.87,954,0
33.6,53.9,22.98,1007.8,950,0
30.6,65,23.27,1005.08,868,0
28.1,76.5,23.58,1003.69,786,0
31.3,59.2,22.39,1006.52,243,0
30.3,57.8,21.06,1005.7,213,0
33.4,48.6,21.1,1003.75,840,0
32.7,47.8,20.19,1003.6,842,0
33.5,44.6,19.8,1008.34,894,0
32,54.6,21.71,1003.2,980,0
25.8,74.3,20.88,1007.68,212,0
28.4,77.1,24,1008.92,212,0
33.3,54.9,23.01,1009.16,911,0
28,70.8,22.2,1004.76,213,0
30,68.8,23.64,1006.08,210,0
33,53.1,22.18,1005.33,918,0
31.3,55,21.18,1006.62,213,0
31.4,60,22.7,1005.71,823,0
27.3,78.1,23.15,1005.19,213,0
27.7,80.2,23.98,1005.91,213,0
27.7,71.2,22.01,1008.13,212,0
27.5,88.2,25.37,1005.3,241,0
28.8,75.1,23.95,1008.83,212,0
33.9,48.3,21.46,1005,844,0
27.6,73.2,22.37,1005.08,213,0
32.5,58,23.17,1004.82,916,0
33.3,45.9,20.08,1005.91,868,0
27.9,67.1,21.23,1008.82,213,0
33.5,51.7,22.2,1005.59,905,0
33,59.9,24.18,1004.41,976,0
26.4,83.5,23.38,1006.3,212,0
28.7,65.9,21.7,1007,213,0
51.5,20.1,22.23,1009.38,1023,0
28.3,83.8,25.3,1008.38,935,0
33.2,56.6,23.42,1007.05,922,0
35.2,43.7,21,1005.43,898,0
28.5,74.9,23.61,1008.91,243,0
32.6,64.3,24.98,1010.52,890,0
30.8,60.5,22.28,1009.68,243,0
28.1,72.6,22.71,1008.27,213,0
28.8,73.8,23.66,1009.93,794,0
30.5,62.3,22.48,1006.69,243,0
30.6,60.7,22.14,1010.01,243,0
26.9,86,24.36,1010.65,243,0
29.9,64.9,22.58,1010.58,243,0
27.6,76.5,23.1,1005.52,213,0
27.2,86.4,24.73,1009.99,176,0
28.6,83,25.43,1007.23,241,0
35.8,42.2,20.97,1006.5,911,0
33.1,55.8,23.09,1009.18,924,0
27.5,82.7,24.29,1004.92,213,0
28.6,55.5,18.82,1009.51,859,0
33.9,49.3,21.79,1005.83,911,0
32.7,46.4,19.71,1003.59,820,0
29.4,59.5,20.69,1007.12,213,0
30.5,62.6,22.56,1006.38,373,0
27.8,81.1,24.26,1007.52,212,0
49.5,21.9,22.01,1007.6,959,0
27.2,79,23.24,1004.92,212,0
32.6,58.5,23.41,1006.86,243,0
35.1,44.5,21.21,1004.78,911,0
33.3,56.6,23.51,1009.23,916,0
27.8,75.2,23.01,1008.46,243,0
37.2,39.4,21.1,1009.09,928,0
29.5,65.9,22.46,1009.95,241,0
31.7,50,20.01,1004.05,390,0
36.7,43.2,22.16,1009.13,941,0
34.7,45.5,21.21,1007.21,840,0
28.5,66.9,21.75,1008.67,213,0
33.8,50.3,22.03,1005.62,907,0
32,61.3,23.62,1009.85,885,0
29.1,60.9,20.79,1007.98,213,0
25.9,72,20.47,1007.52,212,0
27.5,72.1,22.02,1006.75,213,0
28.3,77.2,23.92,1008.66,212,0
33.2,54.8,22.89,1010.86,937,0
28.2,82.5,24.94,1005.86,831,0
29.6,74.6,24.61,1007.76,241,0
29.8,76.2,25.16,1009.27,241,0
28.1,75.9,23.45,1006.36,213,0
33,54,22.46,1007.28,909,0
32.1,53,21.32,1003.5,877,0
33.6,50.2,21.81,1006.68,896,0
36.9,36.3,19.51,1004.76,909,0
28.3,79.1,24.33,1007.98,238,0
26.7,85,23.97,1008.95,241,0
27.6,77.4,23.29,1008.51,924,0
26.3,69.8,20.35,1008.29,213,0
27,73.3,21.81,1006.13,213,0
28.7,74.7,23.76,1008.44,241,0
35.7,48.6,23.2,1004.76,969,0
33.3,53.3,22.52,1005.21,956,0
36.5,42.4,21.68,1009.19,930,0
28.5,69.4,22.35,1009.14,241,0
34.1,50.5,22.37,1007.73,890,0
27.6,71.5,21.98,1008.35,213,0
